nct_id,acronym,brief_title,is_anchor,anchor_label,overall_status,phases,study_type,enrollment,lead_sponsor,sponsor_class,elig_chars,elig_inclusion,elig_exclusion,min_age,sex,n_locations,n_officials,official_names,has_protocol,protocol_url,has_results,conditions,intervention_types,n_interventions,hr_pos,her2_neg,early_adjuvant,metastatic,in_scope,setting,quality_score,bucket
NCT06065748,,"A Study to Evaluate Efficacy and Safety of Giredestrant Compared With Fulvestrant (Plus a CDK4/6 Inhibitor), in Participants With ER-Positive, HER2-Negative Advanced Breast Cancer Resistant to Adjuvant Endocrine Therapy (pionERA Breast Cancer)",False,,RECRUITING,PHASE3,INTERVENTIONAL,1050,Hoffmann-La Roche,INDUSTRY,1670,8,5,18 Years,ALL,352,1,Clinical Trials,False,,False,"Estrogen Receptor-Positive, HER2-Negative Advanced Breast Cancer",DIAGNOSTIC_TEST|DRUG,7,True,True,True,True,True,mixed,6.0,demo
NCT06492616,ELEGANT,"A Study of Elacestrant Versus Standard Endocrine Therapy in Women and Men With ER+,HER2-, Early Breast Cancer With High Risk of Recurrence",False,,RECRUITING,PHASE3,INTERVENTIONAL,4220,"Stemline Therapeutics, Inc.",INDUSTRY,1547,4,4,18 Years,ALL,555,1,Medical Director,False,,False,Breast Cancer,DRUG,5,True,True,True,False,True,early_adjuvant,6.0,demo
NCT07391774,,"Testing Whether Hormone Therapy With Ribociclib is as Effective as Chemotherapy Followed by Hormone Therapy With Ribociclib for the Treatment of High Anatomic Stage Breast Cancer With Low Recurrence Risk, The RxFINE-Low Trial",False,,RECRUITING,PHASE3,INTERVENTIONAL,1978,National Cancer Institute (NCI),NIH,10799,65,0,18 Years,ALL,64,1,Nancy Chan,False,,False,Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage IIIA Breast Cancer AJCC v8|Anatomic Stage IIIC Breast Cancer AJCC v8|Estrogen Receptor-Positive Breast Carcinoma|HER2-Negative Breast Carcinoma,DRUG|PROCEDURE,10,True,True,True,False,True,early_adjuvant,6.0,demo
NCT00288002,,"Combination Chemotherapy With or Without Capecitabine and/or Trastuzumab Before Surgery in Treating Women With Stage I, Stage II, or Stage III Breast Cancer",False,,COMPLETED,PHASE3,INTERVENTIONAL,1500,GBG Forschungs GmbH,OTHER,3890,0,0,18 Years,FEMALE,1,1,"Gunter von Minckwitz, MD",False,,False,Breast Cancer,BIOLOGICAL|DRUG|PROCEDURE,8,True,False,True,False,False,early_adjuvant,5.5,other
NCT01042379,I-SPY,I-SPY TRIAL: Neoadjuvant and Personalized Adaptive Novel Agents to Treat Breast Cancer,False,,RECRUITING,PHASE2,INTERVENTIONAL,5000,QuantumLeap Healthcare Collaborative,OTHER,2837,16,3,18 Years,ALL,42,1,"Laura Esserman, MD, MBA",False,,False,Breast Neoplasms|Breast Cancer|Breast Tumors|Angiosarcoma|TNBC - Triple-Negative Breast Cancer|HER2-positive Breast Cancer|HER2-negative Breast Cancer|Hormone Receptor Positive Tumor|Hormone Receptor Negative Tumor|Early-stage Breast Cancer|Locally Advanced Breast Cancer,DRUG,46,True,True,True,True,True,mixed,5.5,demo
NCT01049425,planB,Anthracycline-free Taxane Based Chemotherapy in Patients With HER2/Neu Negative Early Breast Cancer,False,,COMPLETED,PHASE3,INTERVENTIONAL,3198,West German Study Group,OTHER,3493,22,21,18 Years,FEMALE,1,2,"Ulrike A. Nitz, Prof. Dr. med.|Nadia Harbeck, Prof. Dr. med.",False,,False,Primary Breast Cancer|Her2 Non-overexpressing,DRUG,5,True,False,True,False,False,early_adjuvant,5.5,other
NCT01354522,,TAC Versus TCX as Adjuvant Treatment for High-risk Her2-Negative Breast Cancer,False,,COMPLETED,PHASE3,INTERVENTIONAL,204,Peking Union Medical College Hospital,OTHER,4426,17,19,18 Years,FEMALE,1,1,"Qiang Sun, Master",False,,False,Breast Cancer,DRUG,2,True,True,True,False,True,early_adjuvant,5.5,broad
NCT01781338,ADAPT,Adjuvant Dynamic Marker-Adjusted Personalized Therapy Trial Optimizing Risk Assessment and Therapy Response Prediction in Early Breast Cancer,False,,COMPLETED,PHASE2|PHASE3,INTERVENTIONAL,4936,West German Study Group,OTHER,1854,11,11,18 Years,FEMALE,2,2,"Nadia Harbeck, Prof. Dr.|Ulrike Nitz, Prof. Dr.",False,,False,Breast Cancer,OTHER,1,False,False,True,False,False,early_adjuvant,5.5,other
NCT01805271,,"Safety Study of Adding Everolimus to Adjuvant Hormone Therapy in Women With High Risk of Relapse, ER+ and HER2- Primary Breast Cancer, Free of Disease After Receiving at Least One Year of Adjuvant Hormone Therapy",False,,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,1278,UNICANCER,OTHER,3395,7,6,18 Years,FEMALE,2,2,"Thomas Bachelot, MD, PhD|Fabrice Andre, MD, PhD",False,,False,Primary Non-metastatic Breast Cancer|Who Remain Disease-free,DRUG,2,True,True,True,True,True,mixed,5.5,broad
NCT02206984,,Endocrine Response in Women With Invasive Lobular Breast Cancer,False,,COMPLETED,PHASE2,INTERVENTIONAL,201,Priscilla McAuliffe,OTHER,4670,7,10,,FEMALE,12,1,"Priscilla McAuliffe, MD",False,,False,Breast Cancer,DRUG,3,True,True,True,False,True,early_adjuvant,5.5,broad
NCT02216786,MANTA,A Randomized Study of AZD2014 in Combination With Fulvestrant in Metastatic or Advanced Breast Cancer,False,,COMPLETED,PHASE2,INTERVENTIONAL,333,Queen Mary University of London,OTHER,5995,5,14,18 Years,FEMALE,79,1,"Peter Schmid, Prof",False,,False,Estrogen Receptor Positive Breast Cancer,DRUG,3,True,True,True,True,True,mixed,5.5,broad
NCT02441946,neoMONARCH,"A Neoadjuvant Study of Abemaciclib (LY2835219) in Postmenopausal Women With Hormone Receptor Positive, HER2 Negative Breast Cancer",False,,COMPLETED,PHASE2,INTERVENTIONAL,224,Eli Lilly and Company,INDUSTRY,713,6,6,18 Years,FEMALE,66,1,"Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)",False,,True,Breast Cancer|Hormone Receptor Positive Tumor|Early-Stage Breast Carcinoma,DRUG,3,True,True,True,False,True,early_adjuvant,5.5,broad
NCT03201861,,Addition of Cisplatin to Adjuvant Chemotherapy for Early Stage Breast Cancer in High-Risk Women,False,,RECRUITING,PHASE3,INTERVENTIONAL,762,RenJi Hospital,OTHER,1544,0,0,18 Years,FEMALE,1,1,"Jinsong Lu, M.D.",False,,False,Tubular Breast Cancer|Mucinous Breast Cancer|Invasive Duct Carcinoma of Breast,DRUG,2,True,True,True,False,True,early_adjuvant,5.5,demo
NCT03283384,NEOLBC,"Tailoring NEOadjuvant Therapy in Hormone Receptor Positive, HER2 Negative, Luminal Breast Cancer.",False,,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,100,Borstkanker Onderzoek Groep,NETWORK,2788,11,14,18 Years,FEMALE,29,4,"Judith R Kroep, MD PhD|Sabine C Linn, Prof. MD|Gerrit-Jan Liefers, MD PhD|A. E van Leeuwen-Stok, PhD",False,,False,Breast Neoplasms,DRUG,3,True,True,True,True,True,mixed,5.5,broad
NCT04193059,PANSY,Study Comparing EC-T Verses PCb in the Adjuvant Chemotherapy of Non-triple Negative Breast Cancer,False,,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,1560,Fudan University,OTHER,3729,6,6,18 Years,FEMALE,1,1,"ZhiMin Shao, MD, PhD",False,,False,Breast Cancer,DRUG,7,True,True,True,False,True,early_adjuvant,5.5,broad
NCT04443348,,Pre-op Pembro + Radiation Therapy in Breast Cancer (P-RAD),False,,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,120,"Laura M. Spring, MD",OTHER,10441,36,29,18 Years,ALL,10,1,"Laura M Spring, MD",False,,False,"Triple Negative Breast Cancer|Hormone Receptor Positive (HR+), HER2-negative Breast Cancer|Biopsy-proven, Positive Lymph Node(s)",DRUG|RADIATION,7,True,True,True,False,True,early_adjuvant,5.5,broad
NCT04802759,,A Study Evaluating the Efficacy and Safety of Multiple Treatment Combinations in Participants With Breast Cancer,False,,RECRUITING,PHASE1|PHASE2,INTERVENTIONAL,316,Hoffmann-La Roche,INDUSTRY,15489,35,86,18 Years,FEMALE,32,1,Clinical Trials,False,,False,"Inoperable, Locally Advanced or Metastatic, ER-positive Breast Cancer",DRUG,10,True,True,True,True,True,mixed,5.5,demo
NCT04985266,TRAK-ER,A Trial of Early Detection of Molecular Relapse With Circulating Tumour DNA Tracking and Treatment With Palbociclib Plus Fulvestrant Versus Standard Endocrine Therapy in Patients With ER Positive HER2 Negative Breast Cancer,False,,RECRUITING,PHASE2,INTERVENTIONAL,1100,Royal Marsden NHS Foundation Trust,OTHER,11877,5,18,18 Years,ALL,49,1,Nicholas Turner,False,,False,ER+ Breast Cancer|HER2-negative Breast Cancer,DRUG,6,True,True,True,False,True,early_adjuvant,5.5,demo
NCT05063136,,Adjuvant Metronomic Capecitabine Plus Endocrine Therapy for HR+/HER2- Primary Breast Cancer,False,,RECRUITING,PHASE3,INTERVENTIONAL,1979,Henan Cancer Hospital,OTHER_GOV,4427,1,0,18 Years,FEMALE,1,1,Zhenzhen Liu,False,,False,Breast Cancer,DRUG,2,True,True,True,False,True,early_adjuvant,5.5,demo
NCT05296746,RIBOLARIS,Neoadjuvant and Adjuvant Ribociclib and ET for Clinically High-risk ER+ and HER2- Breast Cancer,False,,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,1100,SOLTI Breast Cancer Research Group,OTHER,11372,0,22,18 Years,ALL,51,4,"Aleix Prat, MD|Paul Cottu, MD|Joaquín Gavilá, MD|Thibault de La Motte Rouge, MD",False,,False,Breast Cancer Stage II,DRUG,3,True,True,True,False,True,early_adjuvant,5.5,broad
NCT05708235,MiRaDoR,A PoC Study to Evaluate Treatments' Efficacy by Monitoring MRD Using ctDNA in HR-positive/HER2-negative EBC Population,False,,RECRUITING,PHASE2,INTERVENTIONAL,976,MedSIR,OTHER,14762,3,15,18 Years,ALL,41,1,"Antonio Llombart, MD",False,,False,Breast Cancer,DRUG,3,True,True,True,False,True,early_adjuvant,5.5,demo
NCT05896566,PREcoopERA,A Window-of-Opportunity Trial of Giredestrant +/- Triptorelin vs. Anastrozole + Triptorelin in Premenopausal Patients With ER-positive/HER2-negative Early Breast Cancer,False,,COMPLETED,PHASE2,INTERVENTIONAL,231,ETOP IBCSG Partners Foundation,NETWORK,6519,16,21,18 Years,FEMALE,37,1,"Elisabetta Munzone, MD",False,,False,Breast Cancer,DRUG,3,True,True,True,False,True,early_adjuvant,5.5,broad
NCT07287098,preEMBER,A Study of Imlunestrant (LY3484356) in Premenopausal Women With Estrogen Receptor-Positive (ER+) Human Epidermal Growth Factor Receptor 2 Negative (HER2-) Early Breast Cancer,False,,RECRUITING,PHASE2,INTERVENTIONAL,600,Eli Lilly and Company,INDUSTRY,3093,15,20,18 Years,FEMALE,78,1,"Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 8 AM - 8 PM Eastern time (UTC/GMT - 5 hours, EST)",False,,False,Breast Neoplasms,DRUG,3,True,True,True,False,True,early_adjuvant,5.5,demo
NCT00629616,NIMFEA,"Efficacy of Anastrozole and Fulvestrant in Patients With ER Positive, HER2 Negative, Operable Breast Cancer",False,,COMPLETED,PHASE2,INTERVENTIONAL,116,UNICANCER,OTHER,2105,0,0,,FEMALE,6,1,"Florence Lerebours, MD",False,,False,Breast Cancer,DRUG,2,True,True,True,False,True,early_adjuvant,5.0,broad
NCT00903006,,"Trial of Fulvestrant, MK-0646, and Dasatinib for Metastatic Hormone Receptor-Positive HER2-Negative Breast Cancer",False,,TERMINATED,PHASE1|PHASE2,INTERVENTIONAL,11,M.D. Anderson Cancer Center,OTHER,4951,12,9,18 Years,FEMALE,1,1,"Ana Gonzalez-Angulo, MD, MS",False,,True,Breast Cancer,DRUG,3,False,True,False,True,False,metastatic,5.0,broad
NCT01368263,,Goserelin and Letrozole or Anastrozole in Premenopausal Patients With Stage II-III Estrogen Receptor-Positive Breast Cancer,False,,TERMINATED,PHASE2,INTERVENTIONAL,8,Washington University School of Medicine,OTHER,4972,30,10,18 Years,FEMALE,1,1,"Timothy Pluard, M.D.",False,,True,Estrogen Receptor-positive Breast Cancer|HER2-negative Breast Cancer|Stage II Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer,DRUG|PROCEDURE,5,True,True,True,False,True,early_adjuvant,5.0,broad
NCT01776008,,Akt Inhibitor MK-2206 and Anastrozole With or Without Goserelin Acetate in Treating Patients With Stage II-III Breast Cancer,False,,TERMINATED,PHASE2,INTERVENTIONAL,16,National Cancer Institute (NCI),NIH,5737,25,32,18 Years,FEMALE,8,1,Cynthia Ma,False,,True,Estrogen Receptor Positive|HER2/Neu Negative|Recurrent Breast Carcinoma|Stage IIA Breast Cancer|Stage IIB Breast Cancer|Stage IIIA Breast Cancer|Stage IIIB Breast Cancer|Stage IIIC Breast Cancer,DRUG|OTHER|PROCEDURE,7,True,True,True,False,True,early_adjuvant,5.0,broad
NCT01919229,MONALEESA-1,A Pharmacodynamics Pre-surgical Study of LEE011 in Early Breast Cancer Patients (MONALEESA-1),False,,TERMINATED,PHASE2,INTERVENTIONAL,14,Novartis Pharmaceuticals,INDUSTRY,2955,10,15,18 Years,FEMALE,7,1,Novartis Pharmaceuticals,False,,True,Early Breast Cancer,DRUG,2,False,False,True,False,False,early_adjuvant,5.0,other
NCT01926964,,Adjuvant Treatment Recommendation and Oncotype DX® in Early Breast Cancer,False,,COMPLETED,,OBSERVATIONAL,229,Swiss Cancer Institute,OTHER,1750,0,0,18 Years,FEMALE,19,2,"Bernhard Pestalozzi, Prof|Stefan Aebi, Prof.",False,,False,Breast Cancer,,0,True,False,True,False,False,early_adjuvant,5.0,other
NCT02400190,,The IDEA Study (Individualized Decisions for Endocrine Therapy Alone),False,,ACTIVE_NOT_RECRUITING,NA,INTERVENTIONAL,202,University of Michigan Rogel Cancer Center,OTHER,2497,16,7,50 Years,FEMALE,13,1,"Reshma Jagsi, M.D., Ph.D.",False,,False,Breast Neoplasms,OTHER,1,True,True,True,False,True,early_adjuvant,5.0,other
NCT03065621,NeoRHEA,Neoadjuvant Biomarker ResearcH Study of Palbociclib Combined With Endocrine Therapy in Estrogen Receptor Positive/HER2 Negative Breast CAncer (NeoRHEA),False,,COMPLETED,PHASE2,INTERVENTIONAL,100,Jules Bordet Institute,OTHER,3570,6,1,18 Years,FEMALE,5,1,"Michail Ignatiadis, MD",False,,False,Breast Cancer Female,DRUG,1,True,True,True,False,True,early_adjuvant,5.0,broad
NCT03306472,PIONEER,A Pre-operative Window Study of Letrozole Plus PR Agonist (Megestrol Acetate) Versus Letrozole Alone in Post-menopausal Patients With ER-positive Breast Cancer,False,,COMPLETED,PHASE2,INTERVENTIONAL,198,Cambridge University Hospitals NHS Foundation Trust,OTHER,2107,13,11,18 Years,FEMALE,1,1,"Richard Baird, MA MBBS PhD FRCP",False,,False,Breast Cancer,DRUG,3,True,True,True,True,True,mixed,5.0,broad
NCT03917082,LALEAST,Limited Adjuvant Endocrine Therapy for Low Risk Breast Cancer,False,,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,290,British Columbia Cancer Agency,OTHER,2873,22,1,51 Years,FEMALE,1,1,"Caroline Lohrisch, MC",False,,False,Breast Cancer Female|Hormone Receptor Positive Tumor,DRUG,1,True,True,True,False,True,early_adjuvant,5.0,broad
NCT05022342,SPEAR,Study of PIK3CA Mutations and Effectiveness and Tolerability Outcomes of Alpelisib in Real-world,False,,COMPLETED,,OBSERVATIONAL,595,Novartis Pharmaceuticals,INDUSTRY,3263,0,0,18 Years,ALL,28,1,Novartis Pharmaceuticals,False,,False,Breast Cancer,OTHER,1,True,True,False,True,False,metastatic,5.0,other
NCT05059444,ORACLE,ORACLE: Observation of ResiduAl Cancer With Liquid Biopsy Evaluation,False,,RECRUITING,,OBSERVATIONAL,2020,"Guardant Health, Inc.",INDUSTRY,3341,19,4,18 Years,ALL,57,1,Study Director,False,,False,Bladder Carcinoma|Ureter Carcinoma|Renal Pelvis Carcinoma|Non-small Cell Lung Cancer|Invasive Breast Carcinoma|Cutaneous Melanoma|Esophageal Carcinoma|Gastroesophageal Junction Carcinoma|Gastric Adenocarcinoma|Pancreatic Adenocarcinoma|Squamous Cell Carcinoma of the Head and Neck|Epithelial Ovarian Carcinoma|Fallopian Tube Carcinoma|Endometrial Carcinoma|Renal Cell Carcinoma|Rectal Adenocarcinoma,DIAGNOSTIC_TEST,1,True,True,True,False,True,early_adjuvant,5.0,other
NCT05377684,ROSE,Study of Quality of Life and Hormone Levels in Premenopausal Participants With Early Breast Cancer Receiving Triptorelin Plus Additional Cancer Treatment,False,,COMPLETED,,OBSERVATIONAL,450,Ipsen,INDUSTRY,3339,8,9,18 Years,FEMALE,22,1,"Ipsen Medical, Director",False,,False,Early-stage Breast Cancer,,0,True,True,True,False,True,early_adjuvant,5.0,other
NCT05582499,FASCINATE-N,Fudan University Shanghai Cancer Center Breast Cancer Precision Platform Series Study- Neoadjuvant Therapy,False,,RECRUITING,PHASE2,INTERVENTIONAL,716,Fudan University,OTHER,2146,11,8,18 Years,FEMALE,1,1,"Zhimin Shao, Professor",False,,False,Breast Neoplasm|Breast Cancer|Breast Tumors|Triple-Negative Breast Cancer (TNBC)|HER2-positive Breast Cancer|HER2-negative Breast Cancer|Hormone Receptor Positive Tumor|Hormone Receptor Negative Tumor|Early-stage Breast Cancer|Locally Advanced Breast Cancer,DRUG|RADIATION,33,True,True,True,True,True,mixed,5.0,demo
NCT05879926,OFSET,"Evaluating the Addition of Adjuvant Chemotherapy to Ovarian Function Suppression Plus Endocrine Therapy in Premenopausal Patients With pN0-1, ER-Positive/HER2-Negative Breast Cancer and an Oncotype Recurrence Score Less Than or Equal to 25",False,,RECRUITING,PHASE3,INTERVENTIONAL,3960,NRG Oncology,OTHER,8279,33,18,18 Years,FEMALE,1249,0,,False,,False,Breast Cancer,DRUG,2,True,True,True,False,True,early_adjuvant,5.0,demo
NCT05952557,CAMBRIA-2,An Adjuvant Endocrine-based Therapy Study of Camizestrant (AZD9833) in ER+/HER2- Early Breast Cancer (CAMBRIA-2),True,CAMBRIA-2,RECRUITING,PHASE3,INTERVENTIONAL,5500,AstraZeneca,INDUSTRY,2206,7,11,18 Years,ALL,798,0,,False,,False,"Breast Cancer, Early Breast Cancer",DRUG,6,True,True,True,False,True,early_adjuvant,5.0,demo
NCT06953882,SELECT,"Impact of Omitting Chemo Based on Patient's Selection for ER-Positive, HER2-Negative Breast Cancer With Ribociclib and Endocrine Therapy",False,,RECRUITING,PHASE2,INTERVENTIONAL,140,Yale University,OTHER,11541,11,10,18 Years,ALL,1,1,Jing Du,False,,False,HER2 Negative Breast Cancer,DRUG|RADIATION,5,True,True,True,False,True,early_adjuvant,5.0,demo
NCT06970912,DNADalHR,ctDNA-Guided De-Escalation of Adjuvant Chemotherapy With Dalpiciclib in HR-Positive/HER2-Negative Breast Cancer,False,,RECRUITING,PHASE2,INTERVENTIONAL,393,Peking University People's Hospital,OTHER,3954,8,16,18 Years,FEMALE,1,1,"shu wang, doctor",False,,False,Hormone Receptor-Positive Breast Cancer|High-risk Breast Cancer|Early-Stage Breast Cancer|HER2-negative Breast Cancer|ctDNA Monitoring|Breast Cancer Early Stage Breast Cancer (Stage 1-3),DRUG,2,True,True,True,False,True,early_adjuvant,5.0,demo
NCT06977893,,"Neoadjuvant Chemotherapy in Combination With Toripalimab for HR+/HER2- Breast Cancer : a Randomized, Open-label, Parallel-controlled, Multi-center Phase III Study (NEOTORCH-BREAST04)",False,,RECRUITING,PHASE3,INTERVENTIONAL,194,First Affiliated Hospital of Zhejiang University,OTHER,5251,0,3,18 Years,FEMALE,13,0,,False,,False,HR+/HER2- Breast Cancer,DRUG,2,True,True,True,False,True,early_adjuvant,5.0,demo
NCT07084558,TEODOR,ABCSG 61 / TEODOR : Neoadjuvant TrEatment Optimization Driven by Circulating Tumor DNA and endOcrine Responsiveness,False,,RECRUITING,NA,INTERVENTIONAL,350,Austrian Breast & Colorectal Cancer Study Group,NETWORK,5118,5,2,18 Years,ALL,14,2,"Daniel Egle, MD, senior physician|Michael Gnant, MD, Prof.",False,,False,Early and Locally Advanced Breast Cancer,DIAGNOSTIC_TEST,3,True,True,True,True,True,mixed,5.0,other
NCT07211178,GEMINI Breast,Evaluating Minimal Residual Disease (MRD) Through Longitudinal Circulating Tumor DNA (ctDNA) Profiling in Breast Malignancies,False,,RECRUITING,,OBSERVATIONAL,900,Tempus AI,INDUSTRY,2487,0,0,18 Years,ALL,14,1,"Michelle Ting-Lin, MD",False,,False,Breast Cancer|TNBC - Triple-Negative Breast Cancer|HR Positive/HER-2 Negative Breast Cancer|HER2 + Breast Cancer|Early Stage Breast Cancer,OTHER,1,True,True,False,False,False,unspecified,5.0,other
NCT07214532,SIGNAL-ER 101,Signatera-Guided CDK4/6 Inhibitor Therapy in Breast Cancer,False,,RECRUITING,NA,INTERVENTIONAL,725,"Natera, Inc.",INDUSTRY,4547,9,0,18 Years,ALL,39,1,"Angel Rodriguez, MD",False,,False,"Breast Neoplasms|Carcinoma, Ductal, Breast|Receptors, Estrogen (for ER-positive Requirement)",DEVICE,1,True,True,True,False,True,early_adjuvant,5.0,other
NCT07366112,DNACDKHR,CDK4/6 Inhibitors Combined With Endocrine Therapy for Neoadjuvant Treatment,False,,RECRUITING,PHASE2,INTERVENTIONAL,158,Peking University People's Hospital,OTHER,3842,1,1,18 Years,FEMALE,1,1,"shu wang, doctor",False,,False,Hormone Receptor-Positive Breast Cancer|High-risk Breast Cancer|Early-Stage Breast Cancer|HER2-negative Breast Cancer|ctDNA Monitoring,DRUG,1,True,True,True,False,True,early_adjuvant,5.0,demo
NCT07671885,YoungHOPE,"Evaluating the Response-Guided Therapy With Neoadjuvant Endocrine Therapy to Optimize Adjuvant Treatment in Premenopausal HR+/HER2- Breast Cancer (JCOG2402, Young HOPE)",False,,RECRUITING,PHASE3,INTERVENTIONAL,950,Tokyo Women's Medical University,OTHER,1602,2,2,18 Years,FEMALE,49,0,,False,,False,Breast Cancer,DRUG,2,True,True,True,False,True,early_adjuvant,5.0,demo
NCT00651976,,"Letrozole in Treating Postmenopausal Women With Stage I, II or III Breast Cancer That Can Be Removed by Surgery",False,,TERMINATED,EARLY_PHASE1,INTERVENTIONAL,213,Vanderbilt-Ingram Cancer Center,OTHER,3393,0,0,18 Years,FEMALE,5,1,"Ingrid Meszoely, MD",False,,False,Breast Cancer,DRUG|OTHER|PROCEDURE,3,False,True,True,False,False,early_adjuvant,4.5,other
NCT00911716,,"TC Avastin. ICORG 08-10, V6",False,,COMPLETED,NA,INTERVENTIONAL,106,Cancer Trials Ireland,NETWORK,6245,17,14,18 Years,ALL,8,1,"Cancer Trials Ireland Dublin 11, Ireland, MD",False,,False,Breast Cancer,BIOLOGICAL|DRUG|PROCEDURE,4,True,True,True,False,True,early_adjuvant,4.5,other
NCT01421472,,A Trial of Preoperative MM-121 With Paclitaxel in HER2-negative Breast Cancer,False,,COMPLETED,PHASE2,INTERVENTIONAL,196,Merrimack Pharmaceuticals,INDUSTRY,490,6,2,18 Years,FEMALE,38,1,"Victor Moyo, MD",False,,True,"ER Positive, Her2 Negative Breast Cancer Patients|Triple Negative Breast Cancer Patients",DRUG,2,True,True,True,False,True,early_adjuvant,4.5,broad
NCT02535221,,Neoadjuvant Endocrine Therapy Versus Chemotherapy in Premenopausal Patients With ER+ & HER2- Breast Cancer,False,,RECRUITING,PHASE3,INTERVENTIONAL,234,Peking University,OTHER,1483,7,7,35 Years,FEMALE,1,1,"Tao Ouyang, MD",False,,False,Breast Cancer,DRUG,2,True,True,True,False,True,early_adjuvant,4.5,demo
NCT02549677,ELEGANT,"Epirubicin Versus Docetaxel Plus Cyclophosphamide in Lymph Node Negative, ER-positive, Her2-negative Breast Cancer",False,,COMPLETED,PHASE4,INTERVENTIONAL,294,Ruijin Hospital,OTHER,1829,0,1,18 Years,FEMALE,1,1,"Li Zhu, doctor",False,,False,Breast Neoplasms,DRUG,3,True,True,True,False,True,early_adjuvant,4.5,other
NCT02625935,,Prospective Observational Study Evaluating Treatment Decision Impact of Prosigna® in Early Stage Breast Cancer Patients,False,,COMPLETED,,OBSERVATIONAL,206,"NanoString Technologies, Inc.",INDUSTRY,1749,5,11,,FEMALE,4,1,"Jeffrey Vacirca, MD",False,,False,Breast Cancer,,0,False,True,True,False,False,early_adjuvant,4.5,other
NCT03358004,VICTOR3,the Role of Two Different Metronomic Chemotherapy Regimens in Locally Advanced or Metastatic Triple Negative Breast Cancer Patients (TNBC) as Maintenance Therapy After First Line Treatment,False,,TERMINATED,PHASE2,INTERVENTIONAL,4,Mario Negri Institute for Pharmacological Research,OTHER,3180,9,14,18 Years,FEMALE,30,1,"Marina Cazzaniga, MD",False,,False,Triple Negative Breast Cancer,DRUG,2,False,True,True,True,False,mixed,4.5,broad
NCT03417115,OPAL,Breast Cancer Registry Platform,False,,RECRUITING,,OBSERVATIONAL,6150,iOMEDICO AG,INDUSTRY,1820,8,0,18 Years,ALL,1,1,"Norbert Marschner, MD",False,,False,Breast Cancer,,0,True,True,False,False,False,unspecified,4.5,other
NCT03988036,Keyriched-1,A Study With Pembrolizumab in Combination With Dual Anti-HER2 Blockade With Trastuzumab and Pertuzumab in Early Breast Cancer Patients With Molecular HER2-enriched Intrinsic Subtype (Keyriched-1),False,,COMPLETED,PHASE2,INTERVENTIONAL,46,West German Study Group,OTHER,12256,14,41,18 Years,FEMALE,12,1,"s.kuemmel@kem-med.com Kuemmel, Professor",False,,False,Breast Cancer,DRUG,3,True,True,True,False,True,early_adjuvant,4.5,broad
NCT04544189,,Study Assessing the Efficacy and Safety of Treatment With Alpelisib Plus Fulvestrant Versus Placebo Plus Fulvestrant in Chinese Men and Postmenopausal Women With Advanced Breast Cancer,False,,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,69,Novartis Pharmaceuticals,INDUSTRY,4085,15,10,18 Years,ALL,24,1,Novartis Pharmaceuticals,False,,False,Breast Neoplasms,DRUG,3,True,True,True,True,True,mixed,4.5,broad
NCT04567420,DARE,"DNA-guided Second Line Adjuvant Therapy for High Residual Risk, Estrogen Receptor Positive, HER-2 Negative Breast Cancer (DARE)",False,,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,70,"Criterium, Inc.",INDUSTRY,6380,0,0,,ALL,19,1,"Lajos Pusztai, MD",False,,False,Breast Cancer,DRUG,3,True,True,True,False,True,early_adjuvant,4.5,broad
NCT05212454,,Efficacy of Supplement Adjuvant Capecitabine in HR+/HER2- Breast Cancer Patients With High Risks,False,,RECRUITING,PHASE3,INTERVENTIONAL,400,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER,1703,7,8,18 Years,FEMALE,1,0,,False,,False,Breast Cancer|Chemotherapy Effect,DRUG,1,True,True,True,False,True,early_adjuvant,4.5,demo
NCT05780567,,Clinical Study on Adjuvant Therapy of TQB3616 Combined With Endocrine Therapy Compared With Placebo Combined With Endocrine Therapy in Patients With Breast Cancer,False,,ACTIVE_NOT_RECRUITING,PHASE3,INTERVENTIONAL,1946,"Chia Tai Tianqing Pharmaceutical Group Co., Ltd.",INDUSTRY,2626,5,5,18 Years,FEMALE,3,0,,False,,False,Breast Cancer,DRUG,2,True,True,True,False,True,early_adjuvant,4.5,broad
